subj,prop,obj,question,answers_list
Arizona,director,Albert Parker,Who was the director of Arizona?,"['Douglas Fairbanks', 'Douglas Fairbanks, Sr.', 'Douglas Elton Thomas Ullman', 'Douglas Ullman', 'Doug Fairbanks', 'Albert Parker']"
Eggs,director,Bent Hamer,Who was the director of Eggs?,['Bent Hamer']
Fortuna,director,Menahem Golan,Who was the director of Fortuna?,"['Menahem Golan', 'Menachem Golan']"
The Moor,director,Simon Cellan Jones,Who was the director of The Moor?,"['Simon Cellan Jones', 'Simon Cellan-Jones']"
Alarm,director,Alice O'Fredericks,Who was the director of Alarm?,"['Lau Lauritzen', ""Alice O'Fredericks""]"
College,director,Franco Castellano,Who was the director of College?,"['Franco Castellano', 'Giuseppe Moccia']"
The Boys,director,Mikko Niskanen,Who was the director of The Boys?,"['Mikko Niskanen', 'Mikko Johannes Niskanen']"
Practical Jokers,director,George Sidney,Who was the director of Practical Jokers?,['George Sidney']
The Call of the North,director,Joseph Henabery,Who was the director of The Call of the North?,['Joseph Henabery']
The Scientific Cardplayer,director,Luigi Comencini,Who was the director of The Scientific Cardplayer?,['Luigi Comencini']
The Best Man,director,Pupi Avati,Who was the director of The Best Man?,"['Pupi Avati', 'Giuseppe Avati']"
Molon Labe,director,Holly Dale,Who was the director of Molon Labe?,['Holly Dale']
Sugar,director,Sergio Martino,Who was the director of Sugar?,"['Sergio Martino', 'Martin Dolman', 'Christian Plummer']"
Top of the World,director,Sidney J. Furie,Who was the director of Top of the World?,"['Sidney J. Furie', 'Sidney Joseph Furie']"
The Tree,director,Todd Field,Who was the director of The Tree?,"['Todd Field', 'William Todd Field']"
Live and Learn,director,Carl Franklin,Who was the director of Live and Learn?,"['Carl Franklin', 'Carl Michael Franklin']"
Big Time,director,Kenneth Hawks,Who was the director of Big Time?,"['Kenneth Hawks', 'Kenneth Neil Hawks']"
California,director,Michele Lupo,Who was the director of California?,['Michele Lupo']
Home Base,director,Colin Trevorrow,Who was the director of Home Base?,['Colin Trevorrow']
Remains to Be Seen,director,Don Weis,Who was the director of Remains to Be Seen?,['Don Weis']
Rudeness,director,Marino Girolami,Who was the director of Rudeness?,['Marino Girolami']
Mel,director,Joey Travolta,Who was the director of Mel?,"['Joey Travolta', 'Joseph Allen Travolta']"
In the City,director,Cesc Gay,Who was the director of In the City?,"['Cesc Gay', 'Francesc Gay i Puig', 'Francesc Gay Puig']"
Ormai è fatta!,director,Enzo Monteleone,Who was the director of Ormai è fatta!?,['Enzo Monteleone']
Skull Heads,director,Charles Band,Who was the director of Skull Heads?,"['Charles Band', 'Charles Robert Band']"
The Little Ones,director,Jim O'Connolly,Who was the director of The Little Ones?,"[""Jim O'Connolly""]"
Ah Ying,director,Allen Fong,Who was the director of Ah Ying?,"['Allen Fong', 'Allen Fong Yuk-ping']"
Friends,director,Lev Arnshtam,Who was the director of Friends?,"['Lev Arnshtam', 'Lev Oskarovich Arnshtam']"
Never Forget,director,Joseph Sargent,Who was the director of Never Forget?,"['Joseph Sargent', 'Giuseppe Danielle Sorgente']"
Il bandito dagli occhi azzurri,director,Alfredo Giannetti,Who was the director of Il bandito dagli occhi azzurri?,['Alfredo Giannetti']
Sons,director,Zhang Yuan,Who was the director of Sons?,"['Zhang Yuan', 'Yuan Zhang']"
Taxi at Midnight,director,Harry Piel,Who was the director of Taxi at Midnight?,"['Harry Piel', 'Heinrich Piel']"
1870,director,Alfredo Giannetti,Who was the director of 1870?,['Alfredo Giannetti']
The Other,director,Youssef Chahine,Who was the director of The Other?,['Youssef Chahine']
Pilot,director,David Slade,Who was the director of Pilot?,"['David Slade', 'David Aldrin Slade']"
The Old Lady,director,Amleto Palermi,Who was the director of The Old Lady?,['Amleto Palermi']
The Gorilla,director,Bryan Foy,Who was the director of The Gorilla?,['Bryan Foy']
Episode,director,Walter Reisch,Who was the director of Episode?,['Walter Reisch']
Adventure,director,Victor Fleming,Who was the director of Adventure?,"['Victor Fleming', 'Victor Lonzo Fleming']"
Going Away,director,Nicole Garcia,Who was the director of Going Away?,['Nicole Garcia']
The Knitting,director,Yoon Eun-hye,Who was the director of The Knitting?,['Yoon Eun-hye']
Freedom,director,Liz Friedlander,Who was the director of Freedom?,['Liz Friedlander']
The First Time,director,Frank Tashlin,Who was the director of The First Time?,"['Frank Tashlin', 'Francis Fredrick von Taschlein', 'Tish Tash']"
A Boy... a Girl,director,John Derek,Who was the director of A Boy... a Girl?,['John Derek']
A,director,Jan Lenica,Who was the director of A?,['Jan Lenica']
La liceale al mare con l'amica di papà,director,Marino Girolami,Who was the director of La liceale al mare con l'amica di papà?,['Marino Girolami']
Day Trip,director,Park Chan-wook,Who was the director of Day Trip?,"['Park Chan-wook', 'Chan-wook Park', 'Park Chan-uk']"
Love Letter,director,Tatsumi Kumashiro,Who was the director of Love Letter?,['Tatsumi Kumashiro']
The Sixth,director,Samvel Gasparov,Who was the director of The Sixth?,"['Samvel Gasparov', 'Samvel Vladimirovich Gasparov', 'Samuel Gasparov']"
Private Life,director,Yuli Raizman,Who was the director of Private Life?,"['Yuli Raizman', 'Yuli Yakovlevich Raizman']"
Cousin Bobby,director,Jonathan Demme,Who was the director of Cousin Bobby?,"['Jonathan Demme', 'Robert Jonathan Demme']"
Balance,director,Lyudmil Kirkov,Who was the director of Balance?,['Lyudmil Kirkov']
New Frontier,director,George Sherman,Who was the director of New Frontier?,['George Sherman']
You for Me,director,Don Weis,Who was the director of You for Me?,['Don Weis']
Wings of Destiny,director,Rupert Kathner,Who was the director of Wings of Destiny?,['Rupert Kathner']
Faith,director,James Kirkwood,Who was the director of Faith?,"['James Kirkwood', 'James Kirkwood, Sr.']"
Redemption,director,Jon Alpert,Who was the director of Redemption?,['Jon Alpert']
On the Run,director,Ernest Morris,Who was the director of On the Run?,['Ernest Morris']
Inspector Pink Dragon,director,Gordon Chan,Who was the director of Inspector Pink Dragon?,['Gordon Chan']
The Affair,director,Carl Colpaert,Who was the director of The Affair?,"['Carl Colpaert', 'Carl-Jan Colpaert']"
Weekend War,director,Steven Hilliard Stern,Who was the director of Weekend War?,['Steven Hilliard Stern']
Nightmare,director,Tim Whelan,Who was the director of Nightmare?,['Tim Whelan']
The End of Time,director,Peter Mettler,Who was the director of The End of Time?,['Peter Mettler']
Family Law,director,Daniel Burman,Who was the director of Family Law?,['Daniel Burman']
Trust,director,Phillip Noyce,Who was the director of Trust?,['Phillip Noyce']
The Plan,director,Rose Troche,Who was the director of The Plan?,['Rose Troche']
Postcard,director,Kaneto Shindō,Who was the director of Postcard?,"['Kaneto Shindō', 'Kaneto Shindo', 'Shindō Kaneto', 'Shindo Kaneto', 'Kaneto Shindou']"
Protagonist,director,Jessica Yu,Who was the director of Protagonist?,"['Jessica Yu', 'Jessica Lingmin Yu']"
Grand Slam,director,Giuliano Montaldo,Who was the director of Grand Slam?,['Giuliano Montaldo']
Hustle,director,Peter Bogdanovich,Who was the director of Hustle?,['Peter Bogdanovich']
The Wicked,director,Carlo Lizzani,Who was the director of The Wicked?,['Carlo Lizzani']
Beating Heart,director,Henri Decoin,Who was the director of Beating Heart?,['Henri Decoin']
Variety,director,Adrian Brunel,Who was the director of Variety?,"['Adrian Brunel', 'Adrian Hope Brunel']"
Bala,director,Satyajit Ray,Who was the director of Bala?,"['Satyajit Ray', 'Manik Da']"
Nuclear Strike,director,Sam Miller,Who was the director of Nuclear Strike?,['Sam Miller']
The Night Riders,director,Alexander Butler,Who was the director of The Night Riders?,['Alexander Butler']
You and I,director,Wolfgang Liebeneiner,Who was the director of You and I?,['Wolfgang Liebeneiner']
Sway,director,Miwa Nishikawa,Who was the director of Sway?,['Miwa Nishikawa']
We Shall See,director,Quentin Lawrence,Who was the director of We Shall See?,['Quentin Lawrence']
Le grand soir,director,Gustave de Kervern,Who was the director of Le grand soir?,"['Gustave de Kervern', 'Gustave Kervern']"
A Slave of Fashion,director,Hobart Henley,Who was the director of A Slave of Fashion?,"['Hobart Henley', 'Hobert Henley']"
Working It Out,director,Bill Persky,Who was the director of Working It Out?,['Bill Persky']
A New World,director,Tim Minear,Who was the director of A New World?,"['Tim Minear', 'Timothy P. Minear']"
Evidence,director,Raghavan,Who was the director of Evidence?,['Raghavan']
4:30,director,Royston Tan,Who was the director of 4:30?,"['Royston Tan', '陈子谦', 'Chén Zǐqiān', 'Tân Jí-khiam', 'Tan Ji-khiam']"
In My Life,director,Bille August,Who was the director of In My Life?,['Bille August']
La cruz,director,Alejandro Agresti,Who was the director of La cruz?,['Alejandro Agresti']
L'arma,director,Pasquale Squitieri,Who was the director of L'arma?,['Pasquale Squitieri']
Say It Again,director,Gregory La Cava,Who was the director of Say It Again?,"['Gregory La Cava', 'George Gregory LaCava', 'George Lacava', 'Gregory Lacava']"
Wherever You Are,director,Rob Margolies,Who was the director of Wherever You Are?,['Rob Margolies']
Deep Breath,director,Parviz Shahbazi,Who was the director of Deep Breath?,['Parviz Shahbazi']
The Guard,director,Aleksandr Rogozhkin,Who was the director of The Guard?,"['Aleksandr Rogozhkin', 'Alexander Rogozhkin', 'Aleksandr Vladimirovich Rogozhkin', 'Alexander Vladimirovich Rogozhkin']"
Low Life,director,Im Kwon-taek,Who was the director of Low Life?,['Im Kwon-taek']
The Answer,director,Walter West,Who was the director of The Answer?,"['Walter West', 'Walter Alabaster West']"
Run for Money,director,Reha Erdem,Who was the director of Run for Money?,['Reha Erdem']
The Lamp,director,Roman Polanski,Who was the director of The Lamp?,"['Roman Polanski', 'Rajmund Roman Thierry Polański', 'Polanski']"
La Zizanie,director,Claude Zidi,Who was the director of La Zizanie?,['Claude Zidi']
The Movies,director,Roscoe Arbuckle,Who was the director of The Movies?,"['Roscoe Arbuckle', 'Fatty Arbuckle', 'Roscoe Conkling Arbuckle', 'William Goodrich']"
15 Maiden Lane,director,Allan Dwan,Who was the director of 15 Maiden Lane?,['Allan Dwan']
The Love Nest,director,Thomas Bentley,Who was the director of The Love Nest?,['Thomas Bentley']
The Runner,director,Amir Naderi,Who was the director of The Runner?,['Amir Naderi']
The Missing Star,director,Gianni Amelio,Who was the director of The Missing Star?,['Gianni Amelio']
Christian,director,Gabriel Axel,Who was the director of Christian?,['Gabriel Axel']
The Bad One,director,George Fitzmaurice,Who was the director of The Bad One?,['George Fitzmaurice']
The Letter,director,Manoel de Oliveira,Who was the director of The Letter?,"['Manoel de Oliveira', 'Manoel Cândido Pinto de Oliveira']"
Le Mentor,director,Jean-Pierre Mocky,Who was the director of Le Mentor?,['Jean-Pierre Mocky']
Black and White,director,Cristina Comencini,Who was the director of Black and White?,['Cristina Comencini']
Confession,director,Ken Hughes,Who was the director of Confession?,"['Ken Hughes', 'Kenneth Graham Hughes']"
While There is Still Time,director,Charles Chauvel,Who was the director of While There is Still Time?,"['Charles Chauvel', 'Charles Edward Chauvel']"
Take a Chance,director,Sinclair Hill,Who was the director of Take a Chance?,['Sinclair Hill']
Den store gavtyv,director,Johan Jacobsen,Who was the director of Den store gavtyv?,['Johan Jacobsen']
Too Much (Little) Love,director,Jacques Doillon,Who was the director of Too Much (Little) Love?,['Jacques Doillon']
Julie,director,Blake Edwards,Who was the director of Julie?,"['Blake Edwards', 'William Blake Crump']"
Riders of the Purple Sage,director,James Tinling,Who was the director of Riders of the Purple Sage?,['James Tinling']
The Physician,director,Georg Jacoby,Who was the director of The Physician?,['Georg Jacoby']
99,director,Michael Curtiz,Who was the director of 99?,['Michael Curtiz']
Gentleman's Intermission,director,Don Scardino,Who was the director of Gentleman's Intermission?,"['Don Scardino', 'Donald Joseph Scardino']"
El Último perro,director,Lucas Demare,Who was the director of El Último perro?,['Lucas Demare']
Abouna,director,Mahamat Saleh Haroun,Who was the director of Abouna?,['Mahamat Saleh Haroun']
The Raid,director,Ching Siu-tung,Who was the director of The Raid?,['Ching Siu-tung']
Delivering,director,Todd Field,Who was the director of Delivering?,"['Todd Field', 'William Todd Field']"
A Flea in Her Ear,director,Jacques Charon,Who was the director of A Flea in Her Ear?,['Jacques Charon']
Mother,director,Ali Hatami,Who was the director of Mother?,['Ali Hatami']
The Message,director,Bobby Roth,Who was the director of The Message?,"['Bobby Roth', 'Robert Jay ""Bobby"" Roth']"
The Confession,director,Zeki Demirkubuz,Who was the director of The Confession?,['Zeki Demirkubuz']
Revenge,director,Crossbelt Mani,Who was the director of Revenge?,['Crossbelt Mani']
The Rice People,director,Tadashi Imai,Who was the director of The Rice People?,['Tadashi Imai']
The Betrayed,director,Frans Weisz,Who was the director of The Betrayed?,['Frans Weisz']
Lovely,director,N. Sankaran Nair,Who was the director of Lovely?,['N. Sankaran Nair']
The Cycle,director,Dariush Mehrjui,Who was the director of The Cycle?,['Dariush Mehrjui']
The National Health,director,Jack Gold,Who was the director of The National Health?,['Jack Gold']
Two Women,director,Tahmineh Milani,Who was the director of Two Women?,['Tahmineh Milani']
By Design,director,Claude Jutra,Who was the director of By Design?,['Claude Jutra']
Sagar Sangamey,director,Debaki Bose,Who was the director of Sagar Sangamey?,['Debaki Bose']
Late Last Night,director,Steven Brill,Who was the director of Late Last Night?,['Steven Brill']
The Transfer,director,Holly Dale,Who was the director of The Transfer?,['Holly Dale']
The Butterfly,director,Tom Ricketts,Who was the director of The Butterfly?,['Tom Ricketts']
Sacrifice,director,Frank Reicher,Who was the director of Sacrifice?,['Frank Reicher']
Women Who Work,director,Manuel Romero,Who was the director of Women Who Work?,"['Manuel Romero', 'Manuel Romeo']"
Trail,director,Luis Moglia Barth,Who was the director of Trail?,['Luis Moglia Barth']
Another Life,director,Emmanuel Mouret,Who was the director of Another Life?,['Emmanuel Mouret']
Tracks,director,Henry Jaglom,Who was the director of Tracks?,"['Henry Jaglom', 'Henry David Jaglom']"
Trojan Eddie,director,Gillies MacKinnon,Who was the director of Trojan Eddie?,['Gillies MacKinnon']
Turn to the Right,director,Rex Ingram,Who was the director of Turn to the Right?,['Rex Ingram']
Atomic Dog,director,Brian Trenchard-Smith,Who was the director of Atomic Dog?,"['Brian Trenchard-Smith', 'Brian Medwin Trenchard-Smith']"
Mute,director,Melissa Joan Hart,Who was the director of Mute?,['Melissa Joan Hart']
Help Wanted,director,Hobart Bosworth,Who was the director of Help Wanted?,"['Hobart Bosworth', 'Hobart Van Zandt Bosworth']"
That Summer,director,Harley Cokeliss,Who was the director of That Summer?,['Harley Cokeliss']
Parking,director,Jacques Demy,Who was the director of Parking?,['Jacques Demy']
Day Off,director,Pascal Thomas,Who was the director of Day Off?,['Pascal Thomas']
Valfångare,director,Anders Henrikson,Who was the director of Valfångare?,"['Tancred Ibsen', 'Anders Henrikson', 'Anders Henrik Henrikson']"
Fear,director,Alfred Zeisler,Who was the director of Fear?,['Alfred Zeisler']
Framed,director,George Archainbaud,Who was the director of Framed?,['George Archainbaud']
Prag,director,Ole Christian Madsen,Who was the director of Prag?,['Ole Christian Madsen']
Det var paa Rundetaarn,director,Poul Bang,Who was the director of Det var paa Rundetaarn?,['Poul Bang']
The Fossil,director,Masaki Kobayashi,Who was the director of The Fossil?,['Masaki Kobayashi']
Voices,director,Kevin Billington,Who was the director of Voices?,['Kevin Billington']
A Self-Made Failure,director,William Beaudine,Who was the director of A Self-Made Failure?,"['William Beaudine', 'William Washington Beaudine']"
Captain Thunderbolt,director,Cecil Holmes,Who was the director of Captain Thunderbolt?,"['Cecil Holmes', 'Cecil William Holmes']"
