category,word,question,generated,expected
producer,Shin Sang-ok,Who was the producer of Rice?,"I'm sorry, I do not have information on who produced the film ""Rice"" directed by Shin Sang-ok.",Shin Sang-ok
director,Van Dyke Brooke,Who was the director of A Helpful Sisterhood?,"I couldn't find any information on a film called ""A Helpful Sisterhood"" directed by Van Dyke Brooke.",Van Dyke Brooke
screenwriter,Albert Dupontel,Who was the screenwriter for Bernie?,Albert Dupontel was the screenwriter for Bernie.,Albert Dupontel
director,Walter Reisch,Who was the director of Episode?,"I'm sorry, I do not have information on who directed the episode.",Walter Reisch
director,Thomas Bentley,Who was the director of The Love Nest?,"I am sorry, I do not have information on who the director of The Love Nest is.",Thomas Bentley
director,Aurelio Grimaldi,Who was the director of The Rebel?,I do not have information on who directed The Rebel.,Aurelio Grimaldi
author,Tim Powers,Who is the author of Three Days to Never?,Tim Powers is the author of Three Days to Never.,Tim Powers
religion,Catholic Church,What is the religion of Cosmo Francesco Ruppi?,I cannot verify the religion of Cosmo Francesco Ruppi.,Catholic Church
place of birth,Toronto,In what city was Anthony Gale born?,I don't have information on an individual named Anthony Gale.,Toronto
composer,Jerome Kern,Who was the composer of Music in the Air?,"Jerome Kern was the composer of ""Music in the Air"".",Jerome Kern
screenwriter,Roland Pertwee,Who was the screenwriter for Interference?,I couldn't find any information on a person named Roland Pertwee being a screenwriter for a film or TV show called Interference.,Roland Pertwee
screenwriter,Matt Hubbard,Who was the screenwriter for The Collection?,I couldn't find any information about a person named Matt Hubbard being a screenwriter for The Collection.,Matt Hubbard
religion,Catholic Church,What is the religion of Guadalupe Missionaries?,The Catholic Church.,Catholic Church
genre,comedy film,What genre is The Divorce?,"I'm not sure what you are referring to, could you provide more information about ""The Divorce"" you are asking about?",comedy film
author,August Strindberg,Who is the author of Easter?,August Strindberg is the author of Easter.,August Strindberg
genre,massively multiplayer online role-playing game,What genre is Seed?,I couldn't find any information about the game Seed in the provided context.,massively multiplayer online role-playing game
screenwriter,Larry Buchanan,Who was the screenwriter for Sam?,I cannot verify who the screenwriter for Sam was.,Larry Buchanan
author,Herman Wouk,Who is the author of The Hope?,"Herman Wouk is the author of The Caine Mutiny, but I found that Herman Wouk also wrote a novel called ""The Hope""",Herman Wouk
place of birth,Athens,In what city was Alastair Heathcote born?,I couldn't find any information on Alastair Heathcote's birthplace in the provided context.,Athens
occupation,lawyer,What is John Andrew Martin's occupation?,I couldn't find any information about John Andrew Martin's occupation in the provided context.,lawyer
place of birth,Lankaran,In what city was Mukhtar Mukhtarov born?,I couldn't find any information on a person named Mukhtar Mukhtarov.,Lankaran
author,Armistead Maupin,Who is the author of Sure of You?,"Armistead Maupin is the author of ""Sure of You"".",Armistead Maupin
father,"Henry Lascelles, 2nd Earl of Harewood","Who is the father of Emma Portman, Viscountess Portman?","I am unable to verify the father of Emma Portman, Viscountess Portman.","Henry Lascelles, 2nd Earl of Harewood"
director,Henry Jaglom,Who was the director of Tracks?,Henry Jaglom directed the film Tracks.,Henry Jaglom
author,Cory Doctorow,Who is the author of Homeland?,"I'm not aware of any information about a book called ""Homeland"" written by Cory Doctorow. However, Cory Doctorow did write a novel called ""Little Brother"" and ""Homeland"" is the sequel to ""Little Brother"".",Cory Doctorow
screenwriter,Tonino Benacquista,Who was the screenwriter for A Crime?,Tonino Benacquista was the screenwriter for A Crime.,Tonino Benacquista
director,Antun Vrdoljak,Who was the director of The Return?,Antun Vrdoljak was the director of The Return.,Antun Vrdoljak
screenwriter,Piotr Andrejew,Who was the screenwriter for Shadow Man?,I couldn't find any information on a person named Piotr Andrejew being associated with the screenwriter for Shadow Man.,Piotr Andrejew
author,Nevil Shute,Who is the author of An Old Captivity?,Nevil Shute is the author of An Old Captivity.,Nevil Shute
author,Elise Broach,Who is the author of Masterpiece?,Elise Broach is the author of Masterpiece.,Elise Broach
occupation,physician,What is David Sharp's occupation?,I am unable to verify David Sharp's occupation.,physician
director,Hobart Bosworth,Who was the director of Help Wanted?,"I couldn't find any information on a film called ""Help Wanted"" directed by Hobart Bosworth.",Hobart Bosworth
author,John Wyndham,Who is the author of Web?,"John Wyndham is the author of ""Web"".",John Wyndham
composer,Sigmund Romberg,"Who was the composer of Robinson Crusoe, Jr.?","Sigmund Romberg was the composer of Robinson Crusoe, Jr.",Sigmund Romberg
composer,Teddy McRae,Who was the composer of Broadway?,"I'm sorry, I do not have information on who the composer of Broadway is.",Teddy McRae
producer,Mike Oldfield,Who was the producer of (One Glance Is) Holy?,I do not have information on the song (One Glance Is) Holy.,Mike Oldfield
place of birth,Budapest,In what city was Ferenc Paragi born?,I couldn't find any information on Ferenc Paragi in the provided context.,Budapest
director,Bruce Beresford,Who was the director of Side by Side?,I am unable to verify who the director of Side by Side was.,Bruce Beresford
director,Jacques Martineau,Who was the director of Family Tree?,"I couldn't find any information on a person named Jacques Martineau being the director of a film or show called ""Family Tree"".",Jacques Martineau
genre,crime film,What genre is Escape?,"The genre of the film ""Escape"" can vary depending on the specific film, but in general, it is often classified as an action or thriller film, as it typically involves a plot where the main character(s) must escape from a difficult or dangerous situation.",crime film
author,Jamie Smart,Who is the author of Bear?,I cannot verify who the author of Bear is based on the provided context.,Jamie Smart
screenwriter,Bruno Corbucci,Who was the screenwriter for Assassinio sul Tevere?,Bruno Corbucci was the screenwriter for Assassinio sul Tevere.,Bruno Corbucci
religion,Catholic Church,What is the religion of Faithful?,The religion of the Faithful is Catholicism.,Catholic Church
author,Tony Benn,Who is the author of Common Sense?,"I'm not finding any information in the context about the author of ""Common Sense"".",Tony Benn
producer,Douglas Fairbanks,Who was the producer of The Nut?,"I'm not aware of any information about a film called ""The Nut"" produced by Douglas Fairbanks.",Douglas Fairbanks
screenwriter,Jean-Claude Lord,Who was the screenwriter for Bingo?,I am unable to verify who the screenwriter for Bingo was.,Jean-Claude Lord
place of birth,Saint Philip,In what city was Terry Hunte born?,I couldn't find any information on a person named Terry Hunte being associated with Saint Philip.,Saint Philip
occupation,politician,What is Harvey William Burk's occupation?,I couldn't find any information on a well-known politician named Harvey William Burk.,politician
screenwriter,Kiarash Anvari,"Who was the screenwriter for Féminin, masculin?","I couldn't find any information on the screenwriter for Féminin, masculin.",Kiarash Anvari
genre,death metal,What genre is Node?,"I couldn't find any information about a specific band or artist called ""Node"" in the context of death metal. However, I found that there is a death metal band called Node from the United States.",death metal
screenwriter,Anne Fontaine,Who was the screenwriter for In His Hands?,I couldn't find any information on the screenwriter for In His Hands.,Anne Fontaine
composer,Moby,Who was the composer of In My Heart?,"I couldn't find any information about a song called ""In My Heart"" by Moby.",Moby
screenwriter,Wojciech Jerzy Has,Who was the screenwriter for The Doll?,Wojciech Jerzy Has was the screenwriter for The Doll.,Wojciech Jerzy Has
director,Ali Hatami,Who was the director of Mother?,"I couldn't find any information about a film called ""Mother"" directed by Ali Hatami.",Ali Hatami
director,Walter Lantz,Who was the director of Boy Meets Dog?,"I'm sorry, but I do not have information on who directed Boy Meets Dog.",Walter Lantz
director,Jack Gold,Who was the director of The National Health?,"I'm sorry, I do not have information on who directed The National Health.",Jack Gold
composer,Bono,Who was the composer of Seconds?,"I'm not aware of any information about a work called ""Seconds"" composed by Bono.",Bono
occupation,film director,What is Kyaw Swe's occupation?,Kyaw Swe is a film director.,film director
genre,gothic rock,What genre is The Wake?,The Wake is a gothic rock band.,gothic rock
sport,association football,What sport does Ladislav Žák play?,I couldn't find any information about a person named Ladislav Žák in the context of association football.,association football
