Category,Entity,Question,Answer
Companies,NVIDIA,Which company backed a major infrastructure partnership aimed at financing new AI-focused data centers and power buildouts?,"In an infrastructure initiative, NVIDIA backed a partnership aimed at financing new AI-focused data centers and power buildouts. The effort highlighted growing capital needs for large-scale compute deployments in the industry."
Companies,Boeing,Which aerospace manufacturer reached an agreement to end a large US factory worker strike after a ratification vote?,Boeing
Companies,Boeing,Which company agreed to pay an aviation-safety penalty over production and quality-control issues?,Boeing agreed to pay an aviation-safety penalty over production and quality-control issues.
Companies,Boeing,Which company faced questioning in federal court over how it would resolve a criminal case tied to aircraft safety allegations?,"In federal court, Boeing faced questioning over how it would resolve a criminal case tied to safety allegations."
Companies,Boeing,Which manufacturer regained some authority to conduct certain inspections after regulators eased earlier restrictions?,"The manufacturer that regained some inspection authority after regulators eased restrictions was Boeing, according to regulator statements."
Companies,Boeing,Which company reported second-quarter results while detailing cash burn and delivery expectations for the rest of the year?,"In its second-quarter report, Boeing detailed cash burn and delivery expectations for the rest of the year. The update also described steps to strengthen quality controls and supplier coordination."
Companies,Boeing,Which company released updated monthly delivery figures that investors watched closely for signs of production stability?,"In a monthly update, Boeing released delivery figures closely watched for production stability signals. The numbers were used as a near-term indicator of output and customer handovers."
Companies,The Walt Disney Company,Which media group agreed to a US regulator settlement over alleged children's-privacy violations tied to online services?,The Walt Disney Company
Companies,The Walt Disney Company,Which company reported quarterly results and highlighted progress toward profitability in its direct-to-consumer segment?,The Walt Disney Company reported quarterly results and highlighted progress toward profitability in its direct-to-consumer segment.
Companies,The Walt Disney Company,Which company settled a wage dispute involving employees at one of its large theme-park operations?,"In a wage dispute settlement, The Walt Disney Company resolved claims involving theme-park employees."
Companies,The Walt Disney Company,Which company announced pricing and packaging for a new direct-to-consumer sports streaming offering?,"The company that announced pricing and packaging for a new direct-to-consumer sports streaming offering was The Walt Disney Company, according to its rollout plan."
Companies,The Walt Disney Company,Which company reported second-quarter results while pointing to stronger studio performance and steady theme-park demand?,"In its second-quarter report, The Walt Disney Company pointed to stronger studio performance and steady theme-park demand. The company also discussed cost controls and content spending discipline across divisions."
Companies,The Walt Disney Company,Which company had a late-year box-office surge driven by an animated sequel from its flagship studio label?,"In a late-year box-office surge, The Walt Disney Company benefited from an animated sequel released by its flagship studio label. The film’s strong performance helped lift overall studio revenue expectations for the period."
Companies,Netflix,Which streaming service raised prices for some plans while emphasizing investment in content and product improvements?,Netflix
Companies,Netflix,Which company reported first-quarter results and discussed drivers of subscriber additions across regions?,Netflix reported first-quarter results and discussed drivers of subscriber additions across regions.
Companies,Netflix,Which company said its ad-supported plan reached a new milestone in monthly active users?,The ad-supported plan at Netflix reached a new milestone in monthly active users.
Companies,Netflix,Which company reported third-quarter results that included updates on taxes and compliance disputes in a major market?,"The company that reported third-quarter results with updates on a tax and compliance dispute was Netflix, according to its letter."
Companies,Netflix,Which company shifted to a new headline performance metric for viewing while continuing to expand advertising products?,"In a performance update, Netflix shifted to a new headline metric for viewing while expanding advertising products. The company said the change was meant to better reflect audience engagement and monetization."
Companies,Netflix,Which company streamed a pair of live pro-football games that set new highs for concurrent viewers on its platform?,"In a live sports test, Netflix streamed a pair of pro-football games that set new highs for concurrent viewers. The event provided a data point on scaling live delivery and advertiser demand during peak usage."
